年月日,最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),平均湿度(％),平均湿度(％),平均湿度(％),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時)
2021/1/10,6.1,8,1,-1.4,8,1,2.5,8,1,0,1,8,1,0,1,8,1,52,8,1,晴,8,1,晴後薄曇,8,1
2021/1/11,6.8,8,1,-0.3,8,1,3.4,8,1,0,1,8,1,0,1,8,1,58,8,1,曇,8,1,曇後一時雨、みぞれを伴う,8,1
2021/1/12,5.0,8,1,0.4,8,1,3.2,8,1,3.5,0,8,1,0,1,8,1,83,8,1,曇時々雪一時みぞれ,8,1,晴,8,1
2021/1/13,9.6,8,1,1.1,8,1,5.5,8,1,0,1,8,1,0,1,8,1,64,8,1,快晴,8,1,晴後一時曇,8,1
2021/1/14,13.4,8,1,2.0,8,1,7.5,8,1,0,1,8,1,0,1,8,1,68,8,1,快晴,8,1,快晴,8,1
2021/1/15,15.1,8,1,3.7,8,1,9.3,8,1,0,1,8,1,0,1,8,1,65,8,1,晴一時薄曇,8,1,晴一時曇,8,1
2021/1/16,12.6,8,1,5.7,8,1,8.6,8,1,0.5,0,8,1,0,1,8,1,73,8,1,曇時々雨一時晴,8,1,曇一時晴,8,1
2021/1/17,9.4,8,1,3.8,8,1,6.8,8,1,0.0,0,8,1,0,1,8,1,55,8,1,曇一時晴,8,1,晴,8,1
2021/1/18,7.6,8,1,0.2,8,1,4.6,8,1,0.0,0,8,1,0,1,8,1,57,8,1,晴,8,1,曇時々雨後晴,8,1
2021/1/19,6.3,8,1,2.3,8,1,4.1,8,1,0.0,0,8,1,0,1,8,1,58,8,1,晴一時曇,8,1,曇,8,1
2021/1/20,8.6,8,1,2.1,8,1,4.7,8,1,0,1,8,1,0,1,8,1,54,8,1,晴一時曇,8,1,快晴,8,1
2021/1/21,14.1,8,1,1.2,8,1,7.2,8,1,0,1,8,1,0,1,8,1,59,8,1,快晴,8,1,晴後曇時々雨,8,1
2021/1/22,9.7,8,1,7.3,8,1,8.5,8,1,7.0,0,8,1,0,1,8,1,87,8,1,雨,8,1,雨時々曇,8,1
2021/1/23,9.8,8,1,7.2,8,1,8.6,8,1,26.5,0,8,1,0,1,8,1,91,8,1,雨,8,1,雨,8,1
2021/1/24,9.5,8,1,7.2,8,1,8.3,8,1,12.0,0,8,1,0,1,8,1,90,8,1,雨,8,1,曇時々雨,8,1
2021/1/25,14.6,8,1,7.3,8,1,10.1,8,1,0.0,0,8,1,0,1,8,1,68,8,1,晴後時々薄曇,8,1,晴一時曇,8,1
2021/1/26,19.0,8,1,6.7,8,1,12.1,8,1,7.5,0,8,1,0,1,8,1,70,8,1,薄曇後一時雨,8,1,雨後時々曇,8,1
2021/1/27,14.7,8,1,8.2,8,1,11.6,8,1,6.5,0,8,1,0,1,8,1,67,8,1,曇後晴,8,1,曇時々晴,8,1
2021/1/28,12.7,8,1,5.1,8,1,8.6,8,1,0.0,0,8,1,0,1,8,1,61,8,1,薄曇時々晴,8,1,晴時々曇,8,1
2021/1/29,10.2,8,1,1.4,8,1,3.8,8,1,0.0,0,8,1,0,1,8,1,44,8,1,晴,8,1,晴,8,1
2021/1/30,9.2,8,1,-0.2,8,1,4.8,8,1,0,1,8,1,0,1,8,1,54,8,1,晴,8,1,晴時々曇,8,1
2021/1/31,11.8,8,1,4.7,8,1,7.7,8,1,0.0,0,8,1,0,1,8,1,58,8,1,晴,8,1,晴後一時曇,8,1
2021/2/1,14.6,8,1,2.8,8,1,7.9,8,1,11.0,0,8,1,0,1,8,1,68,8,1,曇,8,1,雨,8,1
2021/2/2,13.7,8,1,4.8,8,1,9.5,8,1,8.0,0,8,1,0,1,8,1,64,8,1,晴一時曇,8,1,快晴,8,1
2021/2/3,8.2,8,1,3.9,8,1,5.7,8,1,0,1,8,1,0,1,8,1,48,8,1,晴,8,1,晴,8,1
2021/2/4,10.2,8,1,4.1,8,1,6.7,8,1,0.0,0,8,1,0,1,8,1,53,8,1,晴一時曇,8,1,晴,8,1
2021/2/5,11.5,8,1,1.9,8,1,7.3,8,1,0,1,8,1,0,1,8,1,54,8,1,晴,8,1,曇,8,1
2021/2/6,14.9,8,1,6.6,8,1,10.8,8,1,0,1,8,1,0,1,8,1,54,8,1,快晴,8,1,快晴,8,1
2021/2/7,14.2,8,1,5.3,8,1,9.6,8,1,0.0,0,8,1,0,1,8,1,66,8,1,晴後時々曇,8,1,晴後一時曇,8,1
2021/2/8,10.8,8,1,3.0,8,1,6.8,8,1,0.0,0,8,1,0,1,8,1,66,8,1,晴時々雨一時曇,8,1,晴一時曇、みぞれを伴う,8,1
2021/2/9,8.1,8,1,1.4,8,1,4.7,8,1,0.0,0,8,1,0,1,8,1,57,8,1,晴後曇,8,1,晴時々曇,8,1
2021/2/10,11.0,8,1,4.8,8,1,7.8,8,1,0.0,0,8,1,0,1,8,1,50,8,1,晴,8,1,晴時々曇,8,1
2021/2/11,14.4,8,1,6.4,8,1,9.8,8,1,0,1,8,1,0,1,8,1,54,8,1,晴後時々薄曇,8,1,薄曇,8,1
2021/2/12,14.6,8,1,6.5,8,1,10.1,8,1,0,1,8,1,0,1,8,1,57,8,1,曇,8,1,晴時々曇,8,1
2021/2/13,19.8,8,1,9.7,8,1,13.7,8,1,0,1,8,1,0,1,8,1,68,8,1,晴,8,1,快晴,8,1
2021/2/14,20.5,8,1,9.1,8,1,14.5,8,1,0.0,0,8,1,0,1,8,1,65,8,1,晴,8,1,雨時々曇,8,1
2021/2/15,16.4,8,1,10.6,8,1,13.1,8,1,24.0,0,8,1,0,1,8,1,80,8,1,雨後曇一時晴,8,1,晴,8,1
2021/2/16,10.7,8,1,6.4,8,1,8.4,8,1,0.0,0,8,1,0,1,8,1,41,8,1,晴,8,1,曇時々雨一時晴,8,1
2021/2/17,8.3,8,1,0.2,8,1,3.9,8,1,0.5,0,8,1,0,1,8,1,45,8,1,曇一時雪後晴,8,1,快晴,8,1
2021/2/18,6.9,8,1,-0.4,8,1,2.6,8,1,0.0,0,8,1,0,1,8,1,55,8,1,晴後時々曇一時雪,8,1,曇時々晴,8,1
2021/2/19,8.4,8,1,2.3,8,1,5.1,8,1,0.0,0,8,1,0,1,8,1,57,8,1,曇後晴,8,1,晴後時々曇,8,1
2021/2/20,15.2,8,1,3.1,8,1,10.0,8,1,0,1,8,1,0,1,8,1,58,8,1,晴,8,1,快晴,8,1
2021/2/21,19.5,8,1,8.6,8,1,13.6,8,1,0,1,8,1,0,1,8,1,61,8,1,晴,8,1,快晴,8,1
2021/2/22,20.2,8,1,8.2,8,1,14.7,8,1,0,1,8,1,0,1,8,1,60,8,1,快晴,8,1,晴一時曇,8,1
2021/2/23,15.5,8,1,5.3,8,1,10.5,8,1,0,1,8,1,0,1,8,1,56,8,1,曇時々晴,8,1,晴一時薄曇,8,1
2021/2/24,11.3,8,1,3.4,8,1,6.3,8,1,0,1,8,1,0,1,8,1,46,8,1,晴,8,1,晴,8,1
2021/2/25,13.1,8,1,1.6,8,1,7.5,8,1,0,1,8,1,0,1,8,1,43,8,1,晴後曇,8,1,曇,8,1
2021/2/26,9.4,8,1,5.7,8,1,7.6,8,1,1.5,0,8,1,0,1,8,1,63,8,1,雨後時々曇,8,1,薄曇,8,1
2021/2/27,11.1,8,1,4.4,8,1,6.7,8,1,0,1,8,1,0,1,8,1,47,8,1,薄曇,8,1,薄曇,8,1
2021/2/28,16.0,8,1,4.0,8,1,9.5,8,1,0,1,8,1,0,1,8,1,56,8,1,曇,8,1,晴一時曇,8,1
2021/3/1,20.1,8,1,8.4,8,1,14.3,8,1,0,1,8,1,0,1,8,1,60,8,1,晴時々薄曇,8,1,曇後時々雨,8,1
2021/3/2,16.5,8,1,4.9,8,1,10.3,8,1,34.5,0,8,1,0,1,8,1,75,8,1,大雨後時々曇,8,1,晴一時雨後時々曇,8,1
2021/3/3,11.6,8,1,4.2,8,1,6.8,8,1,0.0,0,8,1,0,1,8,1,50,8,1,晴時々曇,8,1,薄曇後晴,8,1
2021/3/4,17.4,8,1,4.3,8,1,11.0,8,1,0.0,0,8,1,0,1,8,1,59,8,1,晴後曇,8,1,曇一時雨,8,1
2021/3/5,13.7,8,1,10.1,8,1,12.0,8,1,8.5,0,8,1,0,1,8,1,86,8,1,雨一時曇,8,1,曇一時雨,8,1
2021/3/6,17.0,8,1,6.7,8,1,11.7,8,1,0.0,0,8,1,0,1,8,1,73,8,1,曇一時雨,8,1,曇,8,1
2021/3/7,12.2,8,1,4.8,8,1,8.5,8,1,0.0,0,8,1,0,1,8,1,58,8,1,晴後曇,8,1,曇後雨,8,1
2021/3/8,13.1,8,1,5.5,8,1,8.5,8,1,2.5,0,8,1,0,1,8,1,68,8,1,曇一時雨後晴,8,1,晴,8,1
2021/3/9,15.6,8,1,4.2,8,1,9.2,8,1,0,1,8,1,0,1,8,1,64,8,1,曇,8,1,晴後時々曇,8,1
2021/3/10,18.1,8,1,6.4,8,1,11.1,8,1,0,1,8,1,0,1,8,1,54,8,1,晴,8,1,快晴,8,1
2021/3/11,16.8,8,1,3.9,8,1,10.2,8,1,0,1,8,1,0,1,8,1,42,8,1,晴一時薄曇,8,1,曇,8,1
2021/3/12,16.1,8,1,8.8,8,1,11.9,8,1,12.0,0,8,1,0,1,8,1,70,8,1,曇後雨,8,1,雨一時曇、雷を伴う,8,1
2021/3/13,15.0,8,1,9.5,8,1,11.5,8,1,11.5,0,8,1,0,1,8,1,76,8,1,曇時々雨一時晴,8,1,晴一時曇,8,1
2021/3/14,14.2,8,1,8.2,8,1,10.8,8,1,0,1,8,1,0,1,8,1,54,8,1,晴,8,1,快晴,8,1
2021/3/15,16.3,8,1,6.0,8,1,11.8,8,1,0,1,8,1,0,1,8,1,56,8,1,晴後時々薄曇,8,1,薄曇,8,1
2021/3/16,18.1,8,1,8.8,8,1,13.8,8,1,0.0,0,8,1,0,1,8,1,66,8,1,曇一時雨,8,1,曇後晴,8,1
2021/3/17,17.5,8,1,7.2,8,1,12.1,8,1,0,1,8,1,0,1,8,1,54,8,1,晴時々薄曇,8,1,晴一時薄曇,8,1
2021/3/18,19.3,8,1,5.5,8,1,11.4,8,1,0,1,8,1,0,1,8,1,49,8,1,快晴,8,1,晴一時薄曇,8,1
2021/3/19,20.9,8,1,7.8,8,1,13.3,8,1,0,1,8,1,0,1,8,1,44,8,1,晴後一時薄曇,8,1,晴時々曇,8,1
2021/3/20,20.9,8,1,9.1,8,1,15.4,8,1,0.0,0,8,1,0,1,8,1,53,8,1,曇後一時雨,8,1,雨一時曇,8,1
2021/3/21,18.7,8,1,11.2,8,1,14.4,8,1,48.0,0,8,1,0,1,8,1,92,8,1,大雨一時曇,8,1,曇時々雨,8,1
2021/3/22,13.5,8,1,7.7,8,1,10.1,8,1,1.5,0,8,1,0,1,8,1,60,8,1,曇後時々雨,8,1,晴時々曇,8,1
2021/3/23,14.8,8,1,5.5,8,1,10.3,8,1,0,1,8,1,0,1,8,1,53,8,1,快晴,8,1,快晴,8,1
2021/3/24,19.1,8,1,7.1,8,1,13.5,8,1,0,1,8,1,0,1,8,1,58,8,1,晴,8,1,曇,8,1
2021/3/25,16.1,8,1,11.8,8,1,14.0,8,1,0.5,0,8,1,0,1,8,1,74,8,1,雨後曇時々晴,8,1,晴,8,1
2021/3/26,20.8,8,1,8.7,8,1,13.4,8,1,0,1,8,1,0,1,8,1,60,8,1,晴後一時薄曇,8,1,晴後薄曇,8,1
2021/3/27,20.9,8,1,8.0,8,1,14.0,8,1,0,1,8,1,0,1,8,1,53,8,1,薄曇,8,1,曇,8,1
2021/3/28,17.4,8,1,14.6,8,1,15.8,8,1,26.5,0,8,1,0,1,8,1,77,8,1,雨一時曇,8,1,雨後曇一時晴,8,1
2021/3/29,20.7,8,1,13.4,8,1,16.6,8,1,0,1,8,1,0,1,8,1,70,8,1,曇後晴,8,1,晴,8,1
2021/3/30,21.9,8,1,12.5,8,1,16.5,8,1,0,1,8,1,0,1,8,1,59,8,1,曇,8,1,晴,8,1
2021/3/31,22.3,8,1,10.8,8,1,15.3,8,1,0,1,8,1,0,1,8,1,44,8,1,晴,8,1,薄曇,8,1
2021/4/1,24.1,8,1,10.0,8,1,16.3,8,1,0,1,8,1,0,1,8,1,49,8,1,薄曇一時晴,8,1,薄曇後晴,8,1
2021/4/2,24.6,8,1,14.5,8,1,18.8,8,1,0,1,8,1,0,1,8,1,54,8,1,晴後曇,8,1,晴,8,1
2021/4/3,22.5,8,1,14.8,8,1,18.0,8,1,0,1,8,1,0,1,8,1,63,8,1,曇一時晴,8,1,晴後曇,8,1
2021/4/4,20.7,8,1,13.4,8,1,17.0,8,1,25.5,0,8,1,0,1,8,1,79,8,1,雨時々曇,8,1,雨後曇、雷を伴う,8,1
2021/4/5,16.5,8,1,9.5,8,1,12.4,8,1,0.0,0,8,1,0,1,8,1,58,8,1,曇後晴,8,1,晴,8,1
2021/4/6,16.7,8,1,8.0,8,1,11.5,8,1,4.0,0,8,1,0,1,8,1,69,8,1,曇一時晴後一時雨,8,1,雨後曇一時晴,8,1
2021/4/7,20.0,8,1,9.8,8,1,14.2,8,1,0.0,0,8,1,0,1,8,1,56,8,1,快晴,8,1,晴後時々薄曇,8,1
2021/4/8,20.3,8,1,10.0,8,1,14.9,8,1,0.0,0,8,1,0,1,8,1,51,8,1,薄曇,8,1,晴一時曇,8,1
2021/4/9,17.7,8,1,7.3,8,1,11.9,8,1,0,1,8,1,0,1,8,1,46,8,1,晴後時々薄曇,8,1,晴一時薄曇,8,1
2021/4/10,17.9,8,1,5.5,8,1,11.1,8,1,0,1,8,1,0,1,8,1,43,8,1,晴,8,1,晴,8,1
2021/4/11,20.4,8,1,7.2,8,1,13.7,8,1,0,1,8,1,0,1,8,1,48,8,1,快晴,8,1,晴,8,1
2021/4/12,22.7,8,1,11.3,8,1,16.7,8,1,0,1,8,1,0,1,8,1,55,8,1,晴後曇,8,1,曇後時々雨,8,1
2021/4/13,22.4,8,1,14.9,8,1,17.9,8,1,5.0,0,8,1,0,1,8,1,65,8,1,曇時々雨,8,1,雨,8,1
2021/4/14,19.6,8,1,8.9,8,1,14.7,8,1,7.0,0,8,1,0,1,8,1,72,8,1,曇,8,1,晴,8,1
2021/4/15,19.5,8,1,7.2,8,1,13.3,8,1,0,1,8,1,0,1,8,1,44,8,1,薄曇一時晴,8,1,曇,8,1
2021/4/16,20.1,8,1,12.7,8,1,16.2,8,1,0.5,0,8,1,0,1,8,1,66,8,1,曇一時雨,8,1,雨一時曇,8,1
2021/4/17,14.7,8,1,12.5,8,1,13.8,8,1,59.5,0,8,1,0,1,8,1,94,8,1,大雨,8,1,晴時々曇,8,1
2021/4/18,15.2,8,1,10.2,8,1,12.2,8,1,0.5,0,8,1,0,1,8,1,58,8,1,晴一時雨、雷を伴う,8,1,快晴,8,1
2021/4/19,17.8,8,1,7.2,8,1,13.5,8,1,0,1,8,1,0,1,8,1,57,8,1,晴,8,1,快晴,8,1
2021/4/20,23.7,8,1,10.3,8,1,17.0,8,1,0,1,8,1,0,1,8,1,49,8,1,晴,8,1,快晴,8,1
2021/4/21,25.6,8,1,12.9,8,1,19.3,8,1,0,1,8,1,0,1,8,1,37,8,1,快晴,8,1,晴,8,1
2021/4/22,26.7,8,1,12.8,8,1,19.4,8,1,0,1,8,1,0,1,8,1,23,8,1,薄曇後時々晴,8,1,晴,8,1
2021/4/23,25.4,8,1,12.6,8,1,18.1,8,1,0,1,8,1,0,1,8,1,55,8,1,薄曇,8,1,曇,8,1
2021/4/24,22.3,8,1,14.9,8,1,18.0,8,1,0,1,8,1,0,1,8,1,63,8,1,曇後晴,8,1,曇一時晴,8,1
2021/4/25,23.7,8,1,11.2,8,1,16.8,8,1,0,1,8,1,0,1,8,1,52,8,1,晴時々曇,8,1,晴,8,1
2021/4/26,20.7,8,1,9.3,8,1,13.5,8,1,0,1,8,1,0,1,8,1,38,8,1,晴,8,1,晴後一時薄曇,8,1
2021/4/27,20.7,8,1,8.6,8,1,15.5,8,1,0,1,8,1,0,1,8,1,49,8,1,薄曇,8,1,曇,8,1
2021/4/28,19.8,8,1,13.7,8,1,16.8,8,1,17.0,0,8,1,0,1,8,1,81,8,1,雨,8,1,大雨,8,1
2021/4/29,16.9,8,1,13.1,8,1,15.3,8,1,105.0,0,8,1,0,1,8,1,95,8,1,大雨,8,1,曇一時雨,8,1
2021/4/30,23.6,8,1,14.1,8,1,18.0,8,1,0,1,8,1,0,1,8,1,65,8,1,晴後時々曇,8,1,晴時々曇,8,1
2021/5/1,25.6,8,1,13.2,8,1,18.3,8,1,7.5,0,8,1,0,1,8,1,66,8,1,曇時々晴一時雨、雷を伴う,8,1,晴,8,1
2021/5/2,17.2,8,1,11.8,8,1,14.1,8,1,1.0,0,8,1,0,1,8,1,58,8,1,晴時々曇一時雨,8,1,晴一時曇,8,1
2021/5/3,20.4,8,1,10.5,8,1,15.7,8,1,0,1,8,1,0,1,8,1,53,8,1,快晴,8,1,晴,8,1
2021/5/4,23.6,8,1,12.1,8,1,18.5,8,1,0,1,8,1,0,1,8,1,50,8,1,薄曇,8,1,曇後時々雨,8,1
2021/5/5,19.9,8,1,15.9,8,1,17.3,8,1,27.0,0,8,1,0,1,8,1,84,8,1,雨,8,1,雨一時曇後晴,8,1
2021/5/6,24.9,8,1,13.7,8,1,19.2,8,1,0,1,8,1,0,1,8,1,61,8,1,晴,8,1,晴後曇,8,1
2021/5/7,20.7,8,1,15.6,8,1,17.6,8,1,2.0,0,8,1,0,1,8,1,65,8,1,曇時々雨,8,1,曇時々晴,8,1
2021/5/8,22.4,8,1,14.6,8,1,18.7,8,1,0,1,8,1,0,1,8,1,77,8,1,曇一時晴,8,1,曇,8,1
2021/5/9,25.4,8,1,15.5,8,1,20.5,8,1,0,1,8,1,0,1,8,1,59,8,1,晴,8,1,快晴,8,1
2021/5/10,24.9,8,1,12.6,8,1,19.1,8,1,0,1,8,1,0,1,8,1,42,8,1,晴後時々曇,8,1,曇,8,1
2021/5/11,24.3,8,1,15.3,8,1,18.9,8,1,0.0,0,8,1,0,1,8,1,54,8,1,曇,8,1,曇,8,1
2021/5/12,21.4,8,1,14.7,8,1,17.7,8,1,7.0,0,8,1,0,1,8,1,74,8,1,曇後雨,8,1,雨,8,1
2021/5/13,26.6,8,1,15.9,8,1,21.1,8,1,3.0,0,8,1,0,1,8,1,70,8,1,曇時々晴,8,1,曇後一時晴,8,1
2021/5/14,28.7,8,1,19.6,8,1,22.9,8,1,0,1,8,1,0,1,8,1,68,8,1,曇時々晴,8,1,薄曇,8,1
2021/5/15,27.2,8,1,19.3,8,1,22.8,8,1,0.0,0,8,1,0,1,8,1,72,8,1,曇,8,1,雨時々曇,8,1
2021/5/16,23.6,8,1,19.4,8,1,21.0,8,1,7.5,0,8,1,0,1,8,1,85,8,1,曇時々雨,8,1,薄曇後雨,8,1
2021/5/17,26.1,8,1,19.7,8,1,23.0,8,1,36.5,0,8,1,0,1,8,1,89,8,1,大雨後時々曇,8,1,曇,8,1
2021/5/18,26.5,8,1,20.7,8,1,22.2,8,1,1.0,0,8,1,0,1,8,1,81,8,1,曇後雨,8,1,曇一時雨,8,1
2021/5/19,22.3,8,1,19.9,8,1,21.2,8,1,2.5,0,8,1,0,1,8,1,86,8,1,雨時々曇,8,1,曇,8,1
2021/5/20,23.5,8,1,18.4,8,1,20.3,8,1,101.0,0,8,1,0,1,8,1,92,8,1,雨一時曇,8,1,大雨、雷を伴う,8,1
2021/5/21,24.3,8,1,19.0,8,1,21.3,8,1,95.5,0,8,1,0,1,8,1,87,8,1,大雨一時曇,8,1,曇一時雨後晴,8,1
2021/5/22,23.0,8,1,17.5,8,1,19.4,8,1,1.5,0,8,1,0,1,8,1,73,8,1,曇後時々雨,8,1,晴後一時曇,8,1
2021/5/23,26.1,8,1,17.1,8,1,21.9,8,1,0,1,8,1,0,1,8,1,65,8,1,晴,8,1,曇,8,1
2021/5/24,25.1,8,1,16.3,8,1,20.0,8,1,2.0,0,8,1,0,1,8,1,77,8,1,雨時々曇,8,1,曇一時雨後時々晴,8,1
2021/5/25,24.9,8,1,17.0,8,1,21.1,8,1,0.0,0,8,1,0,1,8,1,64,8,1,晴後一時曇,8,1,曇,8,1
2021/5/26,23.2,8,1,17.6,8,1,20.5,8,1,0.0,0,8,1,0,1,8,1,39,8,1,曇,8,1,曇後雨,8,1
2021/5/27,20.3,8,1,14.3,8,1,16.8,8,1,45.0,0,8,1,0,1,8,1,88,8,1,大雨後時々曇,8,1,曇,8,1
2021/5/28,23.7,8,1,18.0,8,1,20.6,8,1,0,1,8,1,0,1,8,1,71,8,1,曇,8,1,曇一時晴,8,1
2021/5/29,26.7,8,1,18.8,8,1,22.8,8,1,0.0,0,8,1,0,1,8,1,59,8,1,晴,8,1,晴,8,1
2021/5/30,27.1,8,1,16.7,8,1,21.8,8,1,0,1,8,1,0,1,8,1,53,8,1,晴,8,1,晴,8,1
2021/5/31,28.5,8,1,16.4,8,1,22.2,8,1,0,1,8,1,0,1,8,1,52,8,1,快晴,8,1,晴,8,1
2021/6/1,30.1,8,1,18.3,8,1,23.2,8,1,0,1,8,1,0,1,8,1,57,8,1,晴,8,1,晴後曇,8,1
2021/6/2,28.2,8,1,19.8,8,1,23.4,8,1,0,1,8,1,0,1,8,1,64,8,1,曇,8,1,曇後晴,8,1
2021/6/3,28.4,8,1,19.2,8,1,22.9,8,1,0.5,0,8,1,0,1,8,1,64,8,1,曇後時々雨,8,1,雨時々曇,8,1
2021/6/4,23.1,8,1,17.7,8,1,20.3,8,1,46.0,0,8,1,0,1,8,1,94,8,1,大雨,8,1,曇一時雨,8,1
2021/6/5,23.9,8,1,17.0,8,1,20.7,8,1,0,1,8,1,0,1,8,1,66,8,1,曇,8,1,曇,8,1
2021/6/6,27.3,8,1,19.0,8,1,22.7,8,1,0.0,0,8,1,0,1,8,1,59,8,1,曇一時雨,8,1,曇,8,1
2021/6/7,29.7,8,1,20.4,8,1,25.0,8,1,0,1,8,1,0,1,8,1,61,8,1,薄曇,8,1,晴時々薄曇,8,1
2021/6/8,30.7,8,1,20.7,8,1,26.0,8,1,0,1,8,1,0,1,8,1,56,8,1,薄曇後晴,8,1,晴時々薄曇,8,1
2021/6/9,32.2,8,1,20.9,8,1,25.9,8,1,0,1,8,1,0,1,8,1,52,8,1,晴,8,1,晴,8,1
2021/6/10,32.1,8,1,21.7,8,1,25.2,8,1,0,1,8,1,0,1,8,1,65,8,1,晴,8,1,晴後曇,8,1
2021/6/11,28.7,8,1,20.7,8,1,24.3,8,1,0.0,0,8,1,0,1,8,1,62,8,1,曇,8,1,曇一時雨,8,1
2021/6/12,28.0,8,1,22.3,8,1,24.6,8,1,0.0,0,8,1,0,1,8,1,61,8,1,曇,8,1,曇,8,1
2021/6/13,26.5,8,1,20.3,8,1,23.6,8,1,5.5,0,8,1,0,1,8,1,76,8,1,曇一時雨,8,1,曇時々大雨、雷を伴う,8,1
2021/6/14,29.8,8,1,20.7,8,1,24.5,8,1,41.0,0,8,1,0,1,8,1,73,8,1,曇後晴,8,1,曇時々晴,8,1
2021/6/15,30.8,8,1,22.6,8,1,25.3,8,1,0.0,0,8,1,0,1,8,1,68,8,1,曇一時晴,8,1,雨時々曇,8,1
2021/6/16,24.1,8,1,20.8,8,1,21.9,8,1,18.0,0,8,1,0,1,8,1,88,8,1,雨後一時曇,8,1,曇一時雨,8,1
2021/6/17,29.7,8,1,20.5,8,1,24.5,8,1,0.0,0,8,1,0,1,8,1,66,8,1,薄曇時々晴,8,1,曇,8,1
2021/6/18,25.3,8,1,20.8,8,1,23.5,8,1,1.5,0,8,1,0,1,8,1,72,8,1,曇時々雨,8,1,雨,8,1
2021/6/19,22.1,8,1,19.8,8,1,21.0,8,1,25.0,0,8,1,0,1,8,1,95,8,1,雨,8,1,曇後時々晴,8,1
2021/6/20,28.2,8,1,19.1,8,1,23.2,8,1,0,1,8,1,0,1,8,1,66,8,1,曇,8,1,曇後時々晴,8,1
2021/6/21,31.3,8,1,19.0,8,1,24.5,8,1,0,1,8,1,0,1,8,1,60,8,1,曇後晴,8,1,曇一時晴,8,1
2021/6/22,27.6,8,1,22.0,8,1,24.1,8,1,0.0,0,8,1,0,1,8,1,70,8,1,曇,8,1,曇一時雨,8,1
2021/6/23,31.0,8,1,21.1,8,1,24.8,8,1,0,1,8,1,0,1,8,1,63,8,1,晴一時曇,8,1,晴時々曇,8,1
2021/6/24,30.3,8,1,20.7,8,1,24.7,8,1,0,1,8,1,0,1,8,1,65,8,1,晴一時曇,8,1,晴後曇,8,1
2021/6/25,30.9,8,1,22.6,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,66,8,1,曇時々晴,8,1,曇後晴,8,1
2021/6/26,26.8,8,1,22.1,8,1,24.1,8,1,0.0,0,8,1,0,1,8,1,75,8,1,曇一時雨,8,1,曇,8,1
2021/6/27,26.0,8,1,22.0,8,1,23.7,8,1,0.0,0,8,1,0,1,8,1,75,8,1,曇時々雨,8,1,曇後晴,8,1
2021/6/28,29.4,8,1,21.3,8,1,24.9,8,1,0.0,0,8,1,0,1,8,1,67,8,1,曇,8,1,曇後雨,8,1
2021/6/29,30.2,8,1,20.8,8,1,24.6,8,1,6.5,0,8,1,0,1,8,1,76,8,1,曇後晴,8,1,晴後一時薄曇,8,1
